study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	read_count	base_count	fastq_ftp	submitted_bytes	submitted_ftp	sra_ftp	bam_ftp
PRJEB36435	SAMEA6510656	ERX4535842	ERR4603695	410661	mouse gut metagenome	84206	25276373	ftp.sra.ebi.ac.uk/vol1/fastq/ERR460/005/ERR4603695/ERR4603695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR460/005/ERR4603695/ERR4603695_2.fastq.gz	3589980;5848327	ftp.sra.ebi.ac.uk/vol1/run/ERR460/ERR4603695/C6M2_D2_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR460/ERR4603695/C6M2_D2_bac16SV3V4_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR460/005/ERR4603695.bam
PRJEB36435	SAMEA6510619	ERX3867622	ERR3855544	410661	mouse gut metagenome	22897	13205649	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3855544/ERR3855544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3855544/ERR3855544_2.fastq.gz	3648215;2791155	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855544/C5M2_D0_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855544/C5M2_D0_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/004/ERR3855544	
PRJEB36435	SAMEA6510138	ERX3867142	ERR3855064	408170	human gut metagenome	19736	11841600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3855064/ERR3855064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3855064/ERR3855064_2.fastq.gz	1755616;2500968	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855064/NICU_307_23_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855064/NICU_307_23_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/004/ERR3855064	
PRJEB36435	SAMEA6510658	ERX4535844	ERR4603697	410661	mouse gut metagenome	79722	23597422	ftp.sra.ebi.ac.uk/vol1/fastq/ERR460/007/ERR4603697/ERR4603697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR460/007/ERR4603697/ERR4603697_2.fastq.gz	3398467;5576996	ftp.sra.ebi.ac.uk/vol1/run/ERR460/ERR4603697/C6M3_D1_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR460/ERR4603697/C6M3_D1_bac16SV3V4_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR460/007/ERR4603697.bam
PRJEB36435	SAMEA6510621	ERX3867624	ERR3855546	410661	mouse gut metagenome	58252	32777075	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3855546/ERR3855546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3855546/ERR3855546_2.fastq.gz	3601546;6216248	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855546/C5M2_D1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855546/C5M2_D1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/006/ERR3855546	
PRJEB36435	SAMEA6510142	ERX3867146	ERR3855068	408170	human gut metagenome	19963	11977800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3855068/ERR3855068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3855068/ERR3855068_2.fastq.gz	1779874;2509028	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855068/NICU_307_27_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855068/NICU_307_27_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3855068	
PRJEB36435	SAMEA6510659	ERX4535845	ERR4603698	410661	mouse gut metagenome	84432	25256032	ftp.sra.ebi.ac.uk/vol1/fastq/ERR460/008/ERR4603698/ERR4603698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR460/008/ERR4603698/ERR4603698_2.fastq.gz	3573507;5697094	ftp.sra.ebi.ac.uk/vol1/run/ERR460/ERR4603698/C6M3_D2_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR460/ERR4603698/C6M3_D2_bac16SV3V4_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR460/008/ERR4603698.bam
PRJEB36435	SAMEA6510623	ERX3867626	ERR3855548	410661	mouse gut metagenome	39577	22275116	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3855548/ERR3855548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3855548/ERR3855548_2.fastq.gz	3226027;3982618	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855548/C5M2_D2_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855548/C5M2_D2_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3855548	
PRJEB36435	SAMEA6510144	ERX3867148	ERR3855070	408170	human gut metagenome	20491	12294600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3855070/ERR3855070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3855070/ERR3855070_2.fastq.gz	1857931;2566513	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855070/NICU_307_30_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855070/NICU_307_30_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/000/ERR3855070	
PRJEB36435	SAMEA6510660	ERX4535846	ERR4603699	410661	mouse gut metagenome	86090	25725739	ftp.sra.ebi.ac.uk/vol1/fastq/ERR460/009/ERR4603699/ERR4603699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR460/009/ERR4603699/ERR4603699_2.fastq.gz	3707914;6006132	ftp.sra.ebi.ac.uk/vol1/run/ERR460/ERR4603699/C6M3_D5_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR460/ERR4603699/C6M3_D5_bac16SV3V4_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR460/009/ERR4603699.bam
PRJEB36435	SAMEA6510624	ERX3867627	ERR3855549	410661	mouse gut metagenome	49153	28792633	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/009/ERR3855549/ERR3855549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/009/ERR3855549/ERR3855549_2.fastq.gz	3720768;6914488	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855549/C5M2_D2_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855549/C5M2_D2_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/009/ERR3855549	
PRJEB36435	SAMEA6510664	ERX4535850	ERR4603703	410661	mouse gut metagenome	85916	25614432	ftp.sra.ebi.ac.uk/vol1/fastq/ERR460/003/ERR4603703/ERR4603703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR460/003/ERR4603703/ERR4603703_2.fastq.gz	3615536;6011697	ftp.sra.ebi.ac.uk/vol1/run/ERR460/ERR4603703/C6M4_D5_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR460/ERR4603703/C6M4_D5_bac16SV3V4_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR460/003/ERR4603703.bam
PRJEB36435	SAMEA6510149	ERX3867153	ERR3855075	408170	human gut metagenome	21706	13023600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3855075/ERR3855075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3855075/ERR3855075_2.fastq.gz	1972692;2719955	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855075/NICU_307_36_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855075/NICU_307_36_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/005/ERR3855075	
PRJEB36435	SAMEA6510628	ERX3867631	ERR3855553	410661	mouse gut metagenome	56345	31676857	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3855553/ERR3855553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3855553/ERR3855553_2.fastq.gz	3499262;6143570	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855553/C5M3_D1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855553/C5M3_D1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/003/ERR3855553	
PRJEB36435	SAMEA6510630	ERX3867633	ERR3855555	410661	mouse gut metagenome	42923	24162744	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3855555/ERR3855555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3855555/ERR3855555_2.fastq.gz	3246464;4135759	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855555/C5M3_D2_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855555/C5M3_D2_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/005/ERR3855555	
PRJEB36435	SAMEA6510156	ERX3867160	ERR3855082	408170	human gut metagenome	20093	12055800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/002/ERR3855082/ERR3855082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/002/ERR3855082/ERR3855082_2.fastq.gz	1588566;2356951	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855082/NICU_320_09_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855082/NICU_320_09_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/002/ERR3855082	
PRJEB36435	SAMEA6510638	ERX3867641	ERR3855563	410661	mouse gut metagenome	42990	24291331	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3855563/ERR3855563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3855563/ERR3855563_2.fastq.gz	3294420;4444040	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855563/C5M4_D2_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855563/C5M4_D2_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/003/ERR3855563	
PRJEB36435	SAMEA6510161	ERX3867165	ERR3855087	408170	human gut metagenome	24726	14835600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/007/ERR3855087/ERR3855087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/007/ERR3855087/ERR3855087_2.fastq.gz	2011543;2936271	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855087/NICU_320_32_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855087/NICU_320_32_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/007/ERR3855087	
PRJEB36435	SAMEA6510639	ERX3867642	ERR3855564	410661	mouse gut metagenome	36296	21635382	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3855564/ERR3855564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3855564/ERR3855564_2.fastq.gz	3138683;5035127	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855564/C5M4_D2_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855564/C5M4_D2_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/004/ERR3855564	
PRJEB36435	SAMEA6510165	ERX3867169	ERR3855091	408170	human gut metagenome	24238	14542800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3855091/ERR3855091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3855091/ERR3855091_2.fastq.gz	1857314;2826478	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855091/NICU_320_37_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855091/NICU_320_37_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/001/ERR3855091	
PRJEB36435	SAMEA6510640	ERX3867643	ERR3855565	410661	mouse gut metagenome	27175	15322999	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3855565/ERR3855565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3855565/ERR3855565_2.fastq.gz	2116695;2688163	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855565/C5M4_D5_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855565/C5M4_D5_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/005/ERR3855565	
PRJEB36435	SAMEA6510166	ERX3867170	ERR3855092	408170	human gut metagenome	21448	12868800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/002/ERR3855092/ERR3855092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/002/ERR3855092/ERR3855092_2.fastq.gz	1620945;2485191	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855092/NICU_320_39_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855092/NICU_320_39_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/002/ERR3855092	
PRJEB36435	SAMEA6510642	ERX3867645	ERR3855567	410661	mouse gut metagenome	19514	11326407	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/007/ERR3855567/ERR3855567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/007/ERR3855567/ERR3855567_2.fastq.gz	3930885;2231574	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855567/C5M5_D0_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855567/C5M5_D0_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/007/ERR3855567	
PRJEB36435	SAMEA6510643	ERX3867646	ERR3855568	410661	mouse gut metagenome	5013	3003945	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3855568/ERR3855568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3855568/ERR3855568_2.fastq.gz	761696;831886	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855568/C5M5_D0_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855568/C5M5_D0_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3855568	
PRJEB36435	SAMEA6510167	ERX3867171	ERR3855093	408170	human gut metagenome	22921	13752600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3855093/ERR3855093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3855093/ERR3855093_2.fastq.gz	2258249;3158944	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855093/NICU_374_03_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855093/NICU_374_03_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/003/ERR3855093	
PRJEB36435	SAMEA6510645	ERX3867648	ERR3855570	410661	mouse gut metagenome	46564	27678311	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3855570/ERR3855570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3855570/ERR3855570_2.fastq.gz	3611627;6677457	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855570/C5M5_D1_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855570/C5M5_D1_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/000/ERR3855570	
PRJEB36435	SAMEA6510168	ERX3867172	ERR3855094	408170	human gut metagenome	23348	14008800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3855094/ERR3855094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3855094/ERR3855094_2.fastq.gz	2030027;2979843	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855094/NICU_374_06_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855094/NICU_374_06_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/004/ERR3855094	
PRJEB36435	SAMEA6510646	ERX3867649	ERR3855571	410661	mouse gut metagenome	42862	24173003	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3855571/ERR3855571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3855571/ERR3855571_2.fastq.gz	3275781;4399138	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855571/C5M5_D2_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855571/C5M5_D2_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/001/ERR3855571	
PRJEB36435	SAMEA6510172	ERX3867176	ERR3855098	408170	human gut metagenome	37404	22442400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3855098/ERR3855098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3855098/ERR3855098_2.fastq.gz	4188987;5292369	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855098/NICU_374_19_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855098/NICU_374_19_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3855098	
PRJEB36435	SAMEA6510649	ERX3867652	ERR3855574	410661	mouse gut metagenome	36994	22045304	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3855574/ERR3855574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3855574/ERR3855574_2.fastq.gz	3024607;5287270	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855574/C5M5_D5_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855574/C5M5_D5_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/004/ERR3855574	
PRJEB36435	SAMEA6510651	ERX3867654	ERR3855576	410661	mouse gut metagenome	43840	26022609	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3855576/ERR3855576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3855576/ERR3855576_2.fastq.gz	3608826;6190581	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855576/C6M1_D1_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855576/C6M1_D1_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/006/ERR3855576	
PRJEB36435	SAMEA6510173	ERX3867177	ERR3855099	408170	human gut metagenome	25988	15592800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/009/ERR3855099/ERR3855099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/009/ERR3855099/ERR3855099_2.fastq.gz	2721401;3689640	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855099/NICU_374_21_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855099/NICU_374_21_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/009/ERR3855099	
PRJEB36435	SAMEA6510655	ERX3867658	ERR3855580	410661	mouse gut metagenome	39862	23650248	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3855580/ERR3855580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3855580/ERR3855580_2.fastq.gz	3527950;5569813	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855580/C6M2_D1_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855580/C6M2_D1_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/000/ERR3855580	
PRJEB36435	SAMEA6510177	ERX3867181	ERR3855103	408170	human gut metagenome	19249	11549400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3855103/ERR3855103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3855103/ERR3855103_2.fastq.gz	1689525;2463535	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855103/NICU_374_32_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855103/NICU_374_32_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/003/ERR3855103	
PRJEB36435	SAMEA6510656	ERX3867659	ERR3855581	410661	mouse gut metagenome	42103	25276373	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3855581/ERR3855581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3855581/ERR3855581_2.fastq.gz	3589980;5848327	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855581/C6M2_D2_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855581/C6M2_D2_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/001/ERR3855581	
PRJEB36435	SAMEA6510661	ERX3867664	ERR3855586	410661	mouse gut metagenome	19078	11242468	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3855586/ERR3855586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3855586/ERR3855586_2.fastq.gz	2758052;3066409	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855586/C6M4_D0_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855586/C6M4_D0_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/006/ERR3855586	
PRJEB36435	SAMEA6510183	ERX3867187	ERR3855109	408170	human gut metagenome	21851	13110600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/009/ERR3855109/ERR3855109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/009/ERR3855109/ERR3855109_2.fastq.gz	1893828;2756325	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855109/NICU_374_39_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855109/NICU_374_39_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/009/ERR3855109	
PRJEB36435	SAMEA6510663	ERX3867666	ERR3855588	410661	mouse gut metagenome	46228	27086748	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3855588/ERR3855588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3855588/ERR3855588_2.fastq.gz	3864181;6183457	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855588/C6M4_D2_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855588/C6M4_D2_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3855588	
PRJEB36435	SAMEA6510184	ERX3867188	ERR3855110	408170	human gut metagenome	21690	13014000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3855110/ERR3855110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3855110/ERR3855110_2.fastq.gz	1923117;2715170	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855110/NICU_374_40_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855110/NICU_374_40_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/000/ERR3855110	
PRJEB36435	SAMEA6510666	ERX3867669	ERR3855591	410661	mouse gut metagenome	39834	23609239	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3855591/ERR3855591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3855591/ERR3855591_2.fastq.gz	3458989;5508422	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855591/C6M5_D1_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855591/C6M5_D1_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/001/ERR3855591	
PRJEB36435	SAMEA6510187	ERX3867191	ERR3855113	408170	human gut metagenome	16682	10009200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3855113/ERR3855113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3855113/ERR3855113_2.fastq.gz	1402492;1943685	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855113/NICU_035_04_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855113/NICU_035_04_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/003/ERR3855113	
PRJEB36435	SAMEA6510693	ERX3867676	ERR3855598	1235509	synthetic metagenome	10787	6466297	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3855598/ERR3855598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3855598/ERR3855598_2.fastq.gz	876488;1574704	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855598/Caco-6_Ec-6_Ca-4_R2_S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855598/Caco-6_Ec-6_Ca-4_R2_S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3855598	
